sha256,family,date,label,vt,vt_scan_date,vt_year
0536a639d1cd990449de334c2ae13491b2cd51ac79bf48bb625c9bf86d6cec63, benign, 2016-11-14 10:32:20,0.0,0.0,2016-11-24 02:07:37,2016
70ec889d4b1bcafa2b968d0747fa7dff5a8304ea853b1ff65ffeb81e42788da1, benign, 2019-09-20 11:43:02,0.0,0.0,2019-12-08 15:19:03,2019
ff2d07f334bb5f7c43b5fc492b916803d8eed94f9cfa5e5ad6cf792b3beeebbb, mecor, 2015-04-06 17:01:50,1.0,26.0,2016-02-03 12:59:54,2016
51e20e2b7d2eba8c82df0b24c8dcdcba736f5eed9e34e1fa9d57d46ee5d8b6ea, tencentprotect, 2019-04-23 15:13:56,1.0,7.0,2019-12-03 13:39:35,2019
00f0715ab8fa0387ad06c16d3751bc676f7e312ce26c989abca0d6f8a408b684, kuguo, 1970-01-01 00:00:01.458747258,1.0,10.0,2016-04-07 17:38:56,2016
01843acf08284c43643717ab32f60d5fe0d292ce74cc928475c2369426834c3c, dowgin, 1970-01-01 00:00:01.453404298,1.0,17.0,2016-03-24 10:35:58,2016
72721ac7aa30845a4d5b55222c2e2adf359bf9dafd47fa242251973268949002, benign, 2015-01-18 00:31:04,0.0,0.0,2016-02-10 15:41:53,2016
7a5e8e8e6870334046460982c85a04cd8476ac0ed0e597b4219cc8c3d60b4116, xinyinhe, 2015-05-07 16:50:20,1.0,21.0,2016-03-31 12:46:10,2016
98efbffc20d0a9d5df3a44a024836a5464bcee9d4bf69792bfeb3cc361e46b27, dnotua, 2017-02-03 08:24:54,1.0,4.0,2017-09-13 05:21:08,2017
df65aaa62ee6f4c66f21ef08899a7061b4d3e58f99bae494480ebb1fe8fd69d6, airpush, 2014-09-26 16:28:30,1.0,18.0,2016-03-28 07:12:06,2016
00151d9a95ba299c13f94feead875493f30e6586c95a2c8eb7e0cc457f22031f, benign, 2015-10-27 10:27:24,0.0,0.0,2016-03-16 11:18:51,2016
a5d92bf174fd19159f290cb6ab3cca9ebebeec190cd34deda48250e65832de21, lockscreen, 2017-01-12 14:34:44,1.0,19.0,2019-11-30 15:48:55,2019
127239ae0058eee1d36068ffdf5a19d75ad2e0401d5edb563d7f51077470e471, benign, 2017-06-08 12:00:40,0.0,0.0,2018-09-07 10:09:53,2018
93b0135d3ef03d0c305746febd9549bbc68c7066faff0bff430cb7b00fc7674d, benign, 2019-08-04 00:13:24,0.0,0.0,2019-09-12 06:56:56,2019
8e3535bb5e1dfee9692634dbbdf4da7f02047172959eb19738beedbcd1df9637, feiwo, 2016-08-02 13:29:02,1.0,10.0,2016-09-02 15:05:50,2016
7b75f54b83791c886f73c11e691be7c6d020dc9ab3fd9420caae0c7d8f4b4fd9, benign, 2018-11-06 15:52:06,0.0,0.0,2019-01-02 02:31:44,2019
013aa08efad2e5dcfd1adb06ef44e570858569ab8ad0379e25c7d1dc08ef19a2, benign, 2016-07-30 18:07:10,0.0,0.0,2016-09-06 08:26:10,2016
ad2659adc75ea41ff73064fc9465d4c954b3296d9941593dc6fd5e1b334f3a8e, revmob, 2015-07-16 05:18:12,1.0,7.0,2016-04-10 11:39:23,2016
594d216a60b942a83215b9ba67c226669876648e1c882df9ea921dbc11345377, benign, 2014-09-05 04:05:14,0.0,0.0,2015-03-04 04:13:01,2015
44f4d030b0dde7b97ab7b5a6f7be6cc496cf44d9289c9b4a3c7421659add43b6, benign, 2020-01-24 13:10:44,0.0,0.0,2020-02-15 14:40:26,2020
03f15ab9925d5ee16cf6765cfbb66f4b8b208cfaf911086be220b48b03eb5358, benign, 2014-08-12 14:29:16,0.0,0.0,2014-08-17 22:25:41,2014
9041570ad23c5db99875088a109e8069121b8fee389f1ca01ee52337d2ec9604, inmobi, 2016-06-02 12:26:22,1.0,5.0,2017-01-13 03:03:09,2017
d33750082c8b2274def2e27d1a0db304732d35b59b51d00b01642cc832891154, revmob, 2015-04-24 00:13:16,1.0,11.0,2016-02-18 18:06:56,2016
1a039de578f62e019a10928a1114f298e03da9e50db3541e1a2953e7bef886fb, hypay, 2019-04-23 16:27:18,1.0,8.0,2019-09-17 13:21:13,2019
5ff5bb42834c35465be2b9ec302a560082d72a64556ed8344a9d221e73587ea8, benign, 2017-07-26 16:45:40,0.0,0.0,2019-01-04 04:32:04,2019
01115bbc88ef226e39bffddcdc375c6f290f2dc4d5770ce475137b46b7691383, airpush, 2014-06-04 10:00:42,1.0,5.0,2014-07-21 23:41:54,2014
4b3ab1412d0b2e68c283f994c48a13c28d78f2745da0dd050c0b10cd67d25818, benign, 2019-08-29 16:35:04,0.0,0.0,2019-11-02 07:38:31,2019
6bd866c0ef1989a9889f82675f544e42f071faaba649a19a45c6b67b66e17fa8, benign, 2016-03-29 15:19:22,0.0,0.0,2016-05-09 12:22:29,2016
e7b495b94883a3c0e6d8957e0e8ad422fdf76b8cf7ab3a53ea01e7f0b555c9be, silentinstaller, 2019-09-23 10:05:26,1.0,19.0,2019-09-24 23:16:46,2019
9b96ad39789602969bae6374c00e00883d6788da744498e9502b022b58803017, benign, 2019-12-06 18:38:10,0.0,0.0,2019-12-07 15:08:58,2019
51f1a2c47cca35391d8ed517dcc1abe25f1f2288d5623d7468914de2202456d9, kuguo, 2015-08-26 14:01:56,1.0,10.0,2016-04-03 10:22:43,2016
fdf08c667873bf50717217e280a4b968df5a6e308ec0798dada6903dcd1b7575, jiagu, 2015-01-05 11:16:18,1.0,5.0,2016-07-23 00:27:51,2016
1d253f476dad88de2d344910071fc1e1ca2d31a81bad1cab35305ffac9f9e896, genpua, 2015-09-14 15:18:38,1.0,4.0,2016-03-26 09:26:07,2016
5fcede7a31ac617a17c0d72bcb223e90369011f1eed987f25a963f313b3fe71a, artemis, 2019-04-22 16:57:06,1.0,12.0,2019-12-21 13:02:22,2019
a7477de65921952430eab4c3b4ff7141a416bb99fc9bc7760a1d2208cbdd3f6a, tencentprotect, 2019-01-24 18:33:40,1.0,6.0,2019-06-05 17:54:48,2019
d3a7627a33e7fdad83503ccf5c21ba20449f3ce7c6487977e28ab76b49fb4360, benign, 2016-03-23 20:19:44,0.0,0.0,2016-04-03 22:53:29,2016
